,District_Number,Area,Belongs_To,Eligible_First_Votes_Final,Eligible_Second_Votes_Final,Voters_First_Votes_Final,Voters_Second_Votes_Final,Invalid_First_Votes_Final,Invalid_Second_Votes_Final,Valid_First_Votes_Final,Valid_Second_Votes_Final,CDU_First_Votes_Final,CDU_Second_Votes_Final,SPD_First_Votes_Final,SPD_Second_Votes_Final,AfD_First_Votes_Final,AfD_Second_Votes_Final,FDP_First_Votes_Final,FDP_Second_Votes_Final,Left_First_Votes_Final,Left_Second_Votes_Final,Greens_First_Votes_Final,Greens_Second_Votes_Final,CSU_First_Votes_Final,CSU_Second_Votes_Final,FW_First_Votes_Final,FW_Second_Votes_Final
55,56,Prignitz – Ostprignitz-Ruppin – Havelland I,12,172726.0,172726.0,122512.0,122512.0,1675.0,1504.0,120837.0,121008.0,23433.0,19414.0,39853.0,41163.0,23799.0,23221.0,7355.0,9070.0,10845.0,9754.0,5623.0,7677.0,,,4549.0,3060.0
56,57,Uckermark – Barnim I,12,182836.0,182836.0,130965.0,130965.0,1815.0,1719.0,129150.0,129246.0,22991.0,19818.0,38247.0,40543.0,26163.0,25748.0,10964.0,10422.0,12316.0,11617.0,7528.0,9095.0,,,3811.0,3131.0
57,58,Oberhavel – Havelland II,12,249331.0,249331.0,195208.0,195208.0,2470.0,2120.0,192738.0,193088.0,39996.0,33377.0,50697.0,55193.0,30863.0,30793.0,17322.0,19802.0,15501.0,12665.0,19026.0,20663.0,,,8282.0,5142.0
58,59,Märkisch-Oderland – Barnim II,12,230391.0,230391.0,177065.0,177065.0,2856.0,2567.0,174209.0,174498.0,40804.0,26254.0,43117.0,48712.0,31929.0,31820.0,12270.0,14939.0,21700.0,18004.0,11742.0,13954.0,,,,6101.0
59,60,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,12,202955.0,202955.0,147618.0,147618.0,2239.0,2039.0,145379.0,145579.0,29236.0,22274.0,46642.0,48423.0,23931.0,23845.0,9266.0,11934.0,12672.0,12019.0,9474.0,12211.0,,,5521.0,3853.0
60,61,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,12,232797.0,232797.0,190547.0,190547.0,1702.0,1662.0,188845.0,188885.0,26050.0,26287.0,64271.0,50965.0,17302.0,18658.0,16872.0,20210.0,14701.0,19110.0,35452.0,35865.0,,,3439.0,3115.0
61,62,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,12,252744.0,252744.0,194461.0,194461.0,2948.0,2731.0,191513.0,191730.0,38080.0,31299.0,50696.0,54650.0,33719.0,34411.0,15073.0,18893.0,17417.0,14955.0,13523.0,16156.0,,,8065.0,5883.0
62,63,Frankfurt (Oder) – Oder-Spree,12,191387.0,191387.0,142414.0,142414.0,1973.0,1824.0,140441.0,140590.0,22876.0,19890.0,39350.0,41414.0,30182.0,28338.0,9975.0,12439.0,15690.0,13436.0,8865.0,9992.0,,,5115.0,3749.0
63,64,Cottbus – Spree-Neiße,12,171267.0,171267.0,128323.0,128323.0,1960.0,1768.0,126363.0,126555.0,21072.0,17502.0,34882.0,36098.0,32530.0,30729.0,11400.0,13603.0,11156.0,9670.0,4662.0,6939.0,,,3375.0,2818.0
64,65,Elbe-Elster – Oberspreewald-Lausitz II,12,162410.0,162410.0,120351.0,120351.0,2068.0,1887.0,118283.0,118464.0,19130.0,17776.0,29998.0,33412.0,29560.0,29849.0,10597.0,11114.0,10630.0,8532.0,4110.0,4920.0,,,4872.0,3657.0
65,66,Altmark,15,159998.0,159998.0,108881.0,108881.0,1301.0,1137.0,107580.0,107744.0,23433.0,22567.0,29599.0,29537.0,20875.0,20629.0,9116.0,9396.0,11218.0,10381.0,4674.0,5834.0,,,5584.0,3286.0
66,67,Börde – Jerichower Land,15,215532.0,215532.0,148520.0,148520.0,1774.0,1557.0,146746.0,146963.0,36652.0,32720.0,38520.0,39043.0,29843.0,29604.0,11817.0,13589.0,12785.0,12426.0,6184.0,7267.0,,,3704.0,2737.0
67,68,Harz,15,207942.0,207942.0,138572.0,138572.0,1728.0,1522.0,136844.0,137050.0,37884.0,30508.0,34812.0,37330.0,24947.0,24790.0,10064.0,12532.0,14413.0,12700.0,6320.0,7495.0,,,4972.0,2840.0
68,69,Magdeburg,15,229198.0,229198.0,156789.0,156789.0,1497.0,1405.0,155292.0,155384.0,34177.0,28700.0,39233.0,41022.0,23398.0,23446.0,12139.0,14673.0,15137.0,16449.0,14381.0,16352.0,,,2430.0,2060.0
69,70,Dessau – Wittenberg,15,169749.0,169749.0,115204.0,115204.0,1385.0,1235.0,113819.0,113969.0,39042.0,26740.0,22178.0,29843.0,22002.0,21630.0,7591.0,10402.0,9003.0,9635.0,7632.0,6531.0,,,3530.0,2543.0
70,71,Anhalt,15,214563.0,214563.0,139289.0,139289.0,2093.0,1843.0,137196.0,137446.0,32295.0,29823.0,28386.0,33055.0,33225.0,31003.0,10637.0,12705.0,20246.0,14249.0,4587.0,5470.0,,,4845.0,2902.0
71,72,Halle,15,209765.0,209765.0,148576.0,148576.0,1505.0,1352.0,147071.0,147224.0,30499.0,26282.0,42335.0,34686.0,22517.0,21914.0,11867.0,15150.0,19247.0,17180.0,12521.0,19915.0,,,3129.0,2349.0
72,73,Burgenland – Saalekreis,15,184352.0,184352.0,125866.0,125866.0,1573.0,1287.0,124293.0,124579.0,32649.0,26535.0,27165.0,28460.0,32328.0,31000.0,11764.0,12785.0,12419.0,10630.0,4207.0,5002.0,,,,1629.0
73,74,Mansfeld,15,198676.0,198676.0,133064.0,133064.0,1727.0,1483.0,131337.0,131581.0,32732.0,28411.0,30969.0,32109.0,32930.0,31476.0,11089.0,12792.0,13108.0,11680.0,3820.0,4835.0,,,3958.0,2163.0
74,75,Berlin-Mitte,11,207483.0,207483.0,152506.0,152506.0,2296.0,2087.0,150210.0,150419.0,20002.0,16856.0,34072.0,32133.0,7597.0,7734.0,10038.0,13186.0,21291.0,20820.0,45870.0,46120.0,,,,848.0
75,76,Berlin-Pankow,11,235647.0,235647.0,184636.0,184636.0,2530.0,2252.0,182106.0,182384.0,23045.0,21285.0,39131.0,40174.0,16242.0,15962.0,12515.0,14650.0,29559.0,25176.0,46401.0,48131.0,,,2146.0,1882.0
76,77,Berlin-Reinickendorf,11,176585.0,176585.0,128577.0,128577.0,2951.0,2678.0,125626.0,125899.0,34233.0,30272.0,32445.0,31447.0,12249.0,12296.0,10927.0,13457.0,6107.0,5843.0,17621.0,19581.0,,,2601.0,1899.0
77,78,Berlin-Spandau – Charlottenburg Nord,11,180251.0,180251.0,126551.0,126551.0,3394.0,3022.0,123157.0,123529.0,28904.0,26266.0,40451.0,34233.0,12447.0,12783.0,10492.0,12491.0,6771.0,6353.0,14680.0,17963.0,,,,1122.0
78,79,Berlin-Steglitz-Zehlendorf,11,217814.0,217814.0,177241.0,177241.0,2421.0,2372.0,174820.0,174869.0,48959.0,39943.0,43465.0,42910.0,9221.0,9915.0,15967.0,22208.0,7455.0,8311.0,38873.0,39550.0,,,1430.0,1388.0
79,80,Berlin-Charlottenburg-Wilmersdorf,11,196800.0,196800.0,155726.0,155726.0,1920.0,1943.0,153806.0,153783.0,34308.0,29199.0,42934.0,36986.0,6539.0,7371.0,14982.0,20183.0,8802.0,9947.0,37531.0,40471.0,,,1434.0,1050.0
80,81,Berlin-Tempelhof-Schöneberg,11,231500.0,231500.0,178035.0,178035.0,2786.0,2898.0,175249.0,175137.0,38400.0,31883.0,47451.0,43381.0,10005.0,10907.0,12822.0,16679.0,10673.0,13160.0,44021.0,44209.0,,,1640.0,1519.0
81,82,Berlin-Neukölln,11,197037.0,197037.0,139712.0,139712.0,3167.0,2701.0,136545.0,137011.0,25577.0,22695.0,35530.0,33080.0,10153.0,10174.0,8635.0,9774.0,17898.0,16334.0,27104.0,31058.0,,,,1022.0
82,83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,11,220014.0,220014.0,172469.0,172469.0,2102.0,1828.0,170367.0,170641.0,13030.0,11910.0,29619.0,32745.0,6598.0,6988.0,9203.0,10819.0,30113.0,30881.0,64542.0,62710.0,,,,866.0
83,84,Berlin-Treptow-Köpenick,11,207127.0,207127.0,158748.0,158748.0,2509.0,2818.0,156239.0,155930.0,21142.0,20559.0,24133.0,36564.0,17817.0,19128.0,9235.0,12641.0,55372.0,24884.0,16137.0,25141.0,,,2421.0,2215.0
84,85,Berlin-Marzahn-Hellersdorf,11,197988.0,197988.0,137133.0,137133.0,2783.0,3017.0,134350.0,134116.0,39543.0,21954.0,19892.0,31463.0,20910.0,22596.0,6180.0,9804.0,29388.0,21280.0,8316.0,11487.0,,,,1369.0
85,86,Berlin-Lichtenberg,11,200673.0,200673.0,145569.0,145569.0,2772.0,2706.0,142797.0,142863.0,17695.0,16869.0,28040.0,33173.0,17356.0,17840.0,8682.0,10045.0,36813.0,26063.0,19485.0,22112.0,,,2491.0,1890.0
86,87,Aachen I,5,176306.0,176306.0,140020.0,140020.0,1107.0,727.0,138913.0,139293.0,35562.0,31772.0,33087.0,30588.0,5314.0,5427.0,10906.0,15032.0,6161.0,7453.0,41942.0,40421.0,,,849.0,531.0
87,88,Aachen II,5,226420.0,226420.0,170670.0,170670.0,1883.0,1583.0,168787.0,169087.0,54808.0,49838.0,58189.0,53408.0,12632.0,12409.0,12055.0,17892.0,4496.0,5259.0,19976.0,19918.0,,,2034.0,1131.0
88,89,Heinsberg,5,192346.0,192346.0,145368.0,145368.0,1649.0,1397.0,143719.0,143971.0,57095.0,46466.0,37249.0,38822.0,10965.0,11359.0,10691.0,16023.0,3608.0,4529.0,15368.0,16858.0,,,2288.0,1375.0
89,90,Düren,5,199656.0,199656.0,153645.0,153645.0,1707.0,1516.0,151938.0,152129.0,55719.0,46217.0,46734.0,44058.0,12947.0,13171.0,11237.0,17104.0,3449.0,4570.0,14174.0,16951.0,,,2196.0,1296.0
90,91,Rhein-Erft-Kreis I,5,249035.0,249035.0,194862.0,194862.0,1909.0,1461.0,192953.0,193401.0,63635.0,55068.0,58858.0,54714.0,13537.0,13417.0,17542.0,24227.0,5889.0,5682.0,25409.0,27566.0,,,2132.0,1439.0
91,92,Euskirchen – Rhein-Erft-Kreis II,5,249198.0,249198.0,192814.0,192814.0,2031.0,1540.0,190783.0,191274.0,65981.0,58081.0,50892.0,50949.0,14999.0,14894.0,19805.0,23314.0,4993.0,5730.0,25005.0,26161.0,,,2724.0,1628.0
92,93,Köln I,5,190630.0,190630.0,140901.0,140901.0,1097.0,821.0,139804.0,140080.0,31636.0,27695.0,38985.0,36933.0,8789.0,8363.0,11490.0,15040.0,7213.0,8267.0,33405.0,33501.0,,,1108.0,753.0
93,94,Köln II,5,242483.0,242483.0,204955.0,204955.0,972.0,622.0,203983.0,204333.0,50918.0,41834.0,40103.0,43193.0,5587.0,5891.0,16950.0,26470.0,8771.0,10399.0,70658.0,65240.0,,,1369.0,792.0
94,95,Köln III,5,204539.0,204539.0,155242.0,155242.0,1107.0,840.0,154135.0,154402.0,28674.0,27485.0,46149.0,39901.0,8015.0,7876.0,10708.0,13845.0,8435.0,9903.0,43600.0,44407.0,,,1100.0,684.0
95,96,Bonn,5,230215.0,230215.0,185557.0,185557.0,1447.0,1113.0,184110.0,184444.0,44872.0,41551.0,46251.0,41641.0,7448.0,7750.0,23198.0,21902.0,6675.0,10026.0,46467.0,50174.0,,,1183.0,897.0
96,97,Rhein-Sieg-Kreis I,5,238627.0,238627.0,188217.0,188217.0,1751.0,1393.0,186466.0,186824.0,60776.0,51474.0,53213.0,49529.0,13045.0,13604.0,16604.0,23122.0,6242.0,6353.0,26270.0,29305.0,,,1929.0,1392.0
97,98,Rhein-Sieg-Kreis II,5,216063.0,216063.0,176637.0,176637.0,1317.0,1216.0,175320.0,175421.0,70144.0,51795.0,41004.0,41753.0,10385.0,10551.0,13914.0,23435.0,4607.0,5687.0,26956.0,31027.0,,,1697.0,1303.0
98,99,Oberbergischer Kreis,5,206640.0,206640.0,160146.0,160146.0,1639.0,1472.0,158507.0,158674.0,53757.0,44018.0,42461.0,42413.0,15071.0,15211.0,15636.0,19796.0,4587.0,5153.0,19015.0,19959.0,,,2246.0,1434.0
99,100,Rheinisch-Bergischer Kreis,5,217193.0,217193.0,176933.0,176933.0,1349.0,1037.0,175584.0,175896.0,52714.0,48224.0,39827.0,44429.0,9518.0,10051.0,29576.0,24373.0,4845.0,5222.0,31626.0,32285.0,,,3632.0,1697.0
100,101,Leverkusen – Köln IV,5,209102.0,209102.0,154163.0,154163.0,1403.0,1163.0,152760.0,153000.0,31197.0,33246.0,69662.0,44586.0,10797.0,10966.0,11050.0,15931.0,5657.0,7318.0,17290.0,29329.0,,,1479.0,918.0
101,102,Wuppertal I,5,202528.0,202528.0,146699.0,146699.0,1741.0,1300.0,144958.0,145399.0,31960.0,30527.0,54065.0,42421.0,11995.0,12090.0,13756.0,15970.0,6742.0,8055.0,18932.0,25388.0,,,1544.0,964.0
102,103,Solingen – Remscheid – Wuppertal II,5,220204.0,220204.0,163495.0,163495.0,1526.0,1277.0,161969.0,162218.0,44778.0,39413.0,52852.0,48196.0,12335.0,12506.0,17406.0,20256.0,5099.0,6076.0,20967.0,24296.0,,,1662.0,1086.0
103,104,Mettmann I,5,203030.0,203030.0,159457.0,159457.0,1561.0,1149.0,157896.0,158308.0,47326.0,43354.0,39326.0,42385.0,10704.0,10658.0,14873.0,21083.0,4252.0,4956.0,36095.0,25430.0,,,1818.0,1117.0
104,105,Mettmann II,5,160175.0,160175.0,123769.0,123769.0,1172.0,877.0,122597.0,122892.0,38429.0,33254.0,37635.0,34409.0,8894.0,9104.0,11158.0,16235.0,3395.0,3887.0,17730.0,18112.0,,,1166.0,759.0
105,106,Düsseldorf I,5,220827.0,220827.0,175110.0,175110.0,1162.0,807.0,173948.0,174303.0,54158.0,44892.0,38955.0,38195.0,7002.0,7495.0,24242.0,27743.0,5094.0,6741.0,36926.0,39452.0,,,1089.0,851.0
106,107,Düsseldorf II,5,190102.0,190102.0,142287.0,142287.0,1153.0,855.0,141134.0,141432.0,34801.0,31639.0,41169.0,35671.0,8214.0,8503.0,14143.0,17335.0,5418.0,6931.0,30201.0,31524.0,,,1307.0,859.0
107,108,Neuss I,5,213250.0,213250.0,162167.0,162167.0,1605.0,1201.0,160562.0,160966.0,57445.0,48166.0,51391.0,43760.0,10801.0,11298.0,12932.0,20333.0,4153.0,4771.0,18051.0,21951.0,,,,861.0
108,109,Mönchengladbach,5,185185.0,185185.0,129646.0,129646.0,1707.0,1241.0,127939.0,128405.0,45550.0,36555.0,37548.0,34877.0,9915.0,9641.0,10957.0,15459.0,,4927.0,17302.0,18166.0,,,1422.0,850.0
109,110,Krefeld I – Neuss II,5,200048.0,200048.0,155726.0,155726.0,1520.0,1132.0,154206.0,154594.0,51500.0,45635.0,39253.0,39407.0,9150.0,9342.0,18781.0,22069.0,4319.0,4680.0,24383.0,24014.0,,,1980.0,981.0
110,111,Viersen,5,227166.0,227166.0,175085.0,175085.0,1740.0,1333.0,173345.0,173752.0,62123.0,52896.0,47806.0,46375.0,10312.0,10357.0,15140.0,22281.0,5558.0,5203.0,24394.0,25673.0,,,2253.0,1327.0
111,112,Kleve,5,225463.0,225463.0,171093.0,171093.0,1628.0,1326.0,169465.0,169767.0,63701.0,54793.0,48142.0,47837.0,9788.0,9632.0,14821.0,19542.0,4235.0,4728.0,23477.0,23587.0,,,3409.0,1488.0
112,113,Wesel I,5,206270.0,206270.0,160625.0,160625.0,1460.0,1128.0,159165.0,159497.0,47448.0,42544.0,54488.0,53277.0,10842.0,10994.0,14452.0,17302.0,4598.0,5103.0,19928.0,20629.0,,,1376.0,966.0
113,114,Krefeld II – Wesel II,5,175852.0,175852.0,131664.0,131664.0,1378.0,1048.0,130286.0,130616.0,37033.0,32316.0,45852.0,41476.0,9077.0,9189.0,10954.0,14899.0,4100.0,4703.0,17398.0,19539.0,,,1186.0,818.0
114,115,Duisburg I,5,163394.0,163394.0,118600.0,118600.0,1320.0,1006.0,117280.0,117594.0,24299.0,23166.0,47314.0,41308.0,11101.0,9802.0,8203.0,10593.0,5500.0,5580.0,16777.0,17912.0,,,1470.0,780.0
115,116,Duisburg II,5,155265.0,155265.0,98339.0,98339.0,1530.0,1173.0,96809.0,97166.0,19404.0,18168.0,38162.0,35842.0,13361.0,11834.0,6901.0,7913.0,4889.0,4508.0,10518.0,10287.0,,,1263.0,674.0
116,117,Oberhausen – Wesel III,5,199156.0,199156.0,145232.0,145232.0,1478.0,1216.0,143754.0,144016.0,32277.0,30770.0,55790.0,53034.0,13601.0,13099.0,10132.0,13573.0,4908.0,5613.0,17171.0,17945.0,,,1378.0,847.0
117,118,Mülheim – Essen I,5,182895.0,182895.0,139658.0,139658.0,1503.0,1069.0,138155.0,138589.0,33090.0,32698.0,50168.0,46084.0,11704.0,11135.0,11884.0,15188.0,3663.0,4494.0,19547.0,20232.0,,,1105.0,677.0
118,119,Essen II,5,156298.0,156298.0,105472.0,105472.0,1274.0,1063.0,104198.0,104409.0,23735.0,21039.0,39410.0,35363.0,12015.0,11521.0,6976.0,9531.0,4325.0,4525.0,12647.0,13971.0,,,1202.0,639.0
119,120,Essen III,5,190335.0,190335.0,152860.0,152860.0,1013.0,797.0,151847.0,152063.0,46635.0,37053.0,45612.0,42629.0,8225.0,8398.0,10871.0,17995.0,5030.0,6117.0,28745.0,30764.0,,,1685.0,845.0
120,121,Recklinghausen I,5,165193.0,165193.0,121640.0,121640.0,1121.0,903.0,120519.0,120737.0,30845.0,27988.0,49437.0,42552.0,11087.0,10927.0,8481.0,11989.0,3605.0,4239.0,12833.0,15180.0,,,,594.0
121,122,Recklinghausen II,5,186413.0,186413.0,137841.0,137841.0,1467.0,1103.0,136374.0,136738.0,38325.0,33610.0,51050.0,48563.0,13108.0,12522.0,11283.0,13571.0,3881.0,4084.0,14836.0,15627.0,,,,634.0
122,123,Gelsenkirchen,5,168496.0,168496.0,112317.0,112317.0,1233.0,1033.0,111084.0,111284.0,21954.0,22091.0,44965.0,41326.0,15555.0,14204.0,9014.0,9721.0,3559.0,3853.0,11286.0,11170.0,,,1054.0,723.0
123,124,Steinfurt I – Borken I,5,202388.0,202388.0,156894.0,156894.0,1176.0,975.0,155718.0,155919.0,62322.0,52625.0,44047.0,44788.0,8482.0,8385.0,14515.0,17783.0,3699.0,4469.0,18743.0,20525.0,,,1473.0,937.0
124,125,Bottrop – Recklinghausen III,5,199344.0,199344.0,148734.0,148734.0,1378.0,1111.0,147356.0,147623.0,39834.0,36814.0,57560.0,51637.0,14075.0,13899.0,11352.0,14647.0,3887.0,4484.0,15144.0,16434.0,,,,661.0
125,126,Borken II,5,201103.0,201103.0,162159.0,162159.0,1260.0,883.0,160899.0,161276.0,70334.0,59102.0,40851.0,42303.0,7909.0,7724.0,13404.0,19081.0,3928.0,3914.0,20028.0,21738.0,,,1650.0,1056.0
126,127,Coesfeld – Steinfurt II,5,194695.0,194695.0,161064.0,161064.0,1118.0,882.0,159946.0,160182.0,65402.0,55230.0,40145.0,42647.0,7241.0,7339.0,12409.0,17927.0,4242.0,4093.0,27069.0,25506.0,,,1858.0,998.0
127,128,Steinfurt III,5,195513.0,195513.0,155635.0,155635.0,1292.0,1103.0,154343.0,154532.0,52445.0,42528.0,48068.0,50555.0,8785.0,9253.0,11394.0,16113.0,4611.0,4723.0,23978.0,23996.0,,,986.0,813.0
128,129,Münster,5,233953.0,233953.0,196276.0,196276.0,981.0,820.0,195295.0,195456.0,51096.0,43790.0,47047.0,45844.0,5234.0,5603.0,13038.0,20786.0,7078.0,9746.0,63160.0,60036.0,,,966.0,691.0
129,130,Warendorf,5,208754.0,208754.0,165808.0,165808.0,1443.0,1186.0,164365.0,164622.0,59631.0,51722.0,50685.0,47648.0,10211.0,10533.0,12768.0,18193.0,4074.0,4525.0,21245.0,23309.0,,,,1014.0
130,131,Gütersloh I,5,234177.0,234177.0,179726.0,179726.0,1604.0,1378.0,178122.0,178348.0,71185.0,52421.0,45878.0,47371.0,12812.0,13299.0,13507.0,21211.0,4284.0,5173.0,22851.0,28308.0,,,2083.0,1441.0
131,132,Bielefeld – Gütersloh II,5,243059.0,243059.0,185345.0,185345.0,1481.0,1182.0,183864.0,184163.0,40928.0,37355.0,55234.0,50009.0,12294.0,12448.0,17793.0,20658.0,9905.0,11462.0,40015.0,40161.0,,,,697.0
132,133,Herford – Minden-Lübbecke II,5,226894.0,226894.0,170464.0,170464.0,1646.0,1408.0,168818.0,169056.0,45138.0,39769.0,61554.0,53359.0,15855.0,16144.0,14021.0,19884.0,5332.0,6038.0,18090.0,22732.0,,,1967.0,1352.0
133,134,Minden-Lübbecke I,5,201888.0,201888.0,152935.0,152935.0,1419.0,1363.0,151516.0,151572.0,39679.0,35814.0,58168.0,49351.0,13445.0,13892.0,12494.0,17486.0,3940.0,4857.0,15886.0,19762.0,,,2098.0,1378.0
134,135,Lippe I,5,224415.0,224415.0,172402.0,172402.0,1897.0,1531.0,170505.0,170871.0,44650.0,39001.0,52359.0,53130.0,16221.0,16789.0,16648.0,20221.0,5283.0,6414.0,26932.0,23276.0,,,2171.0,1348.0
135,136,Höxter – Gütersloh III – Lippe II,5,172435.0,172435.0,134346.0,134346.0,1416.0,1258.0,132930.0,133088.0,53294.0,43265.0,37210.0,36253.0,11244.0,11533.0,9462.0,15488.0,3345.0,3762.0,12685.0,14717.0,,,1529.0,1024.0
136,137,Paderborn,5,231534.0,231534.0,178377.0,178377.0,1540.0,1395.0,176837.0,176982.0,84669.0,58419.0,33513.0,39089.0,13152.0,14360.0,9845.0,21877.0,5532.0,5858.0,22926.0,26981.0,,,1443.0,1137.0
137,138,Hagen – Ennepe-Ruhr-Kreis I,5,201594.0,201594.0,144751.0,144751.0,1651.0,1142.0,143100.0,143609.0,37718.0,34210.0,47581.0,47400.0,14419.0,13760.0,13531.0,16179.0,4552.0,4857.0,17954.0,17237.0,,,2122.0,1031.0
138,139,Ennepe-Ruhr-Kreis II,5,175283.0,175283.0,136706.0,136706.0,1252.0,1006.0,135454.0,135700.0,33357.0,29855.0,47993.0,45664.0,9731.0,9654.0,11530.0,14432.0,3715.0,5029.0,21734.0,21941.0,,,1466.0,843.0
139,140,Bochum I,5,202393.0,202393.0,154691.0,154691.0,2624.0,1103.0,152067.0,153588.0,32962.0,29811.0,58235.0,50162.0,,10232.0,13657.0,14583.0,9361.0,8225.0,28288.0,30795.0,,,,636.0
140,141,Herne – Bochum II,5,173939.0,173939.0,123045.0,123045.0,1535.0,1204.0,121510.0,121841.0,24027.0,23164.0,52792.0,46578.0,11863.0,11882.0,8455.0,10623.0,4667.0,5029.0,14262.0,15383.0,,,1423.0,818.0
141,142,Dortmund I,5,206727.0,206727.0,155814.0,155814.0,1098.0,940.0,154716.0,154874.0,30051.0,27797.0,51037.0,50117.0,10577.0,10746.0,10416.0,14550.0,5908.0,7566.0,26308.0,31867.0,,,935.0,758.0
142,143,Dortmund II,5,199317.0,199317.0,143855.0,143855.0,1298.0,1065.0,142557.0,142790.0,28897.0,27650.0,55695.0,51080.0,11816.0,11290.0,10270.0,13629.0,5823.0,6361.0,21028.0,21714.0,,,1318.0,839.0
143,144,Unna I,5,194493.0,194493.0,148083.0,148083.0,1322.0,1147.0,146761.0,146936.0,36810.0,31995.0,59869.0,53490.0,11736.0,11428.0,9137.0,15286.0,4731.0,5154.0,20340.0,20022.0,,,1967.0,1088.0
144,145,Hamm – Unna II,5,231226.0,231226.0,168760.0,168760.0,1708.0,1332.0,167052.0,167428.0,44266.0,40444.0,67774.0,59227.0,15562.0,15497.0,12058.0,16764.0,6285.0,5694.0,16958.0,19149.0,,,2610.0,1242.0
145,146,Soest,5,231811.0,231811.0,179003.0,179003.0,1554.0,1174.0,177449.0,177829.0,58791.0,51697.0,54614.0,51061.0,13992.0,14206.0,17826.0,21005.0,5548.0,5520.0,22154.0,24089.0,,,2017.0,1176.0
146,147,Hochsauerlandkreis,5,200496.0,200496.0,156518.0,156518.0,1101.0,1024.0,155417.0,155494.0,62810.0,52017.0,50056.0,44640.0,10068.0,11532.0,10806.0,18712.0,2685.0,3989.0,12478.0,15473.0,,,2224.0,1583.0
147,148,Siegen-Wittgenstein,5,207672.0,207672.0,162162.0,162162.0,1336.0,1164.0,160826.0,160998.0,54042.0,42161.0,48897.0,50327.0,14424.0,14709.0,13586.0,18597.0,4900.0,5726.0,16624.0,17842.0,,,1868.0,1340.0
148,149,Olpe – Märkischer Kreis I,5,203350.0,203350.0,154830.0,154830.0,1446.0,1159.0,153384.0,153671.0,56879.0,50364.0,45366.0,42362.0,13104.0,13100.0,15944.0,19227.0,3935.0,4150.0,13645.0,15243.0,,,2269.0,1251.0
149,150,Märkischer Kreis II,5,195816.0,195816.0,143689.0,143689.0,1229.0,1081.0,142460.0,142608.0,47937.0,40368.0,43346.0,42230.0,12933.0,13082.0,12749.0,17125.0,4668.0,4804.0,12866.0,14880.0,,,2004.0,1228.0
150,151,Nordsachsen,14,161279.0,161279.0,119206.0,119206.0,1541.0,1449.0,117665.0,117757.0,26883.0,23000.0,22257.0,24732.0,32702.0,32066.0,10251.0,12476.0,9446.0,8868.0,5883.0,5462.0,,,4707.0,3346.0
151,152,Leipzig I,14,224100.0,224100.0,167696.0,167696.0,1569.0,1277.0,166127.0,166419.0,34107.0,24953.0,33588.0,34748.0,26450.0,25891.0,13397.0,17660.0,25436.0,20884.0,19778.0,25848.0,,,3296.0,2645.0
152,153,Leipzig II,14,231178.0,231178.0,180880.0,180880.0,1421.0,1043.0,179459.0,179837.0,29538.0,23561.0,29731.0,37634.0,20667.0,20213.0,13271.0,17439.0,40938.0,26472.0,32995.0,38264.0,,,2591.0,2188.0
153,154,Leipzig-Land,14,212853.0,212853.0,162283.0,162283.0,2042.0,1836.0,160241.0,160447.0,39066.0,32711.0,31989.0,34104.0,39348.0,38458.0,15698.0,18322.0,12672.0,12362.0,8056.0,9381.0,,,6081.0,3973.0
154,155,Meißen,14,197004.0,197004.0,149341.0,149341.0,1904.0,1747.0,147437.0,147594.0,32924.0,25912.0,22771.0,26045.0,45705.0,43940.0,13727.0,17212.0,10344.0,10725.0,7590.0,8872.0,,,7271.0,4312.0
155,156,Bautzen I,14,206895.0,206895.0,159233.0,159233.0,2098.0,2145.0,157135.0,157088.0,40929.0,29213.0,21006.0,26674.0,52492.0,50050.0,12634.0,17187.0,14134.0,12272.0,4090.0,6247.0,,,5341.0,4157.0
156,157,Görlitz,14,204105.0,204105.0,153057.0,153057.0,2234.0,2064.0,150823.0,150993.0,39299.0,27630.0,18928.0,25441.0,53970.0,49123.0,11222.0,15039.0,11835.0,11327.0,6182.0,7358.0,,,4588.0,3645.0
157,158,Sächsische Schweiz-Osterzgebirge,14,199703.0,199703.0,154159.0,154159.0,2120.0,2005.0,152039.0,152154.0,29176.0,26028.0,17505.0,23545.0,50203.0,48580.0,12920.0,17814.0,15215.0,11653.0,6830.0,8023.0,,,8450.0,5039.0
158,159,Dresden I,14,228643.0,228643.0,181120.0,181120.0,1577.0,1394.0,179543.0,179726.0,37811.0,27710.0,26271.0,34125.0,33780.0,32122.0,18588.0,21989.0,33872.0,18910.0,17137.0,27369.0,,,,2967.0
159,160,Dresden II – Bautzen II,14,234432.0,234432.0,189409.0,189409.0,1649.0,1404.0,187760.0,188005.0,35014.0,26037.0,28700.0,30620.0,34979.0,36003.0,20711.0,22884.0,22160.0,20913.0,25527.0,31265.0,,,3309.0,3464.0
160,161,Mittelsachsen,14,193828.0,193828.0,147733.0,147733.0,2005.0,1741.0,145728.0,145992.0,34638.0,25603.0,25727.0,27000.0,48725.0,43821.0,14420.0,16897.0,12164.0,11687.0,5398.0,6822.0,,,,3206.0
